id,title,siglum,description,rism,date,century,provenance,provenance_detail,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path,cursus,image_link,n_cantus_chants,n_cantus_melodies
639,I-Pc B16*,I-Pc B16*,,,,13th century (2nd half),Padova,,,,,,,http://cantus.uwaterloo.ca/source/690764,,,,
640,"Rome, Santa Sabina, Archivum Generale Ordinis Praedicatorum, XIV L1",I-Rss XIV L1 (Graduale),,,,13th century,Dominican,,,,,,,http://cantus.uwaterloo.ca/source/674599,Secular,,,
641,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 1",US-Mu BX1999.85.82 1562 Volume 1,,,,16th century,Spain,,,,,,,http://cantus.uwaterloo.ca/source/712288,Monastic,,,
642,P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. A-003,P-VV A.M. A-003,,,,17th century,"Vila Viçosa, Capela Ducal",,,,,,,https://pemdatabase.eu/source/96558,unknown,,,
643,Missae et Cantica P-Cmn (Coimbra) Museu Nacional de Machado de...,P-Cmn 1131,,,,16th century,Coimbra,,,,,,,https://pemdatabase.eu/source/52377,,,,
644,PL-CZa ss Graduale Romanum,ss,,,,17th century,Kraków,,,,,,,http://cantus.ispan.pl/source/13553,,,,
645,F-NS : Ms 0004,F-NS Ms 0004,,,,12th century,Valence,,,,,,,http://musmed.eu/source/12600,,,,
646,GB-Lbl : Additional 18032,GB-Lbl Additional 18032,,,,13th century,Abbaye bénédictine de Stavelot,,,,,,,http://musmed.eu/source/22359,,,,
647,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 18,E-TUY Fragmento 018,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/73064,Secular,,,
648,E-SI (Santo Domingo de Silos) MS 4,E-SI MS 4,,,,11th century,"Monastery of San Prudencio Laturce (Logroño) or Albelda, probably the monastery of San Martín (see Description"" above)""",,,,,,,http://musicahispanica.eu/source/21404,,,,
649,E-Mh (Madrid) Cod. 56,E-Mh Cod. 56,,,,10th century,San Millán de la Cogolla,,,,,,,http://musicahispanica.eu/source/70790,,,,
650,SK-BSa (Banská Štiavnica) Gemeiner Stadt Schemnitz Wochentlich Lon Register 1550 (sine Sign.),SK-BSa 1550,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/126,,,,
651,SK-TN (Trenčín) MMTN – Kn/I-15,SK-TN MMTN – Kn/I-15,,,,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),,,,,,,http://cantus.sk/source/28780,,,,
652,"Padova, Biblioteca del Seminario vescovile, 697",I-Ps MS 697,,,,,Padova,,,,,,,http://cantus.uwaterloo.ca/source/690740,,,,
653,GB-Lbl : Additional 18031,GB-Lbl Additional 18031,,,,13th century,Abbaye bénédictine de Stavelot,,,,,,,http://musmed.eu/source/22358,,,,
654,D-Kl : Theol. quart 0015,D-Kl Theol. quart 0015,,,,11th century,Kaufungen (puis entré en 1527 à la bibliothèque de Kassel),,,,,,,http://musmed.eu/source/11376,,,,
655,D-BAa : Msc Lit 006,D-BAa Msc Lit 006,,,,11th century,Regensburg St. Emmeram ,,,,,,,http://musmed.eu/source/8677,,,,
656,F-LA : Ms 0236,F-LA Ms 0236,,,,11th century,Reims,,,,,,,http://musmed.eu/source/11597,,,,
657,CH-SGs : Cod 0382,CH-SGs Cod 0382,,,,11th century,St Gallen,,,,,,,http://musmed.eu/source/14292,,,,
658,CH-SGs : Cod 0376,CH-SGs Cod 0376,,,,11th century,St Gallen,,,,,,,http://musmed.eu/source/14288,,,,
659,SK-MO (Modra) Magistrát mesta Modry 563 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1652-1654,SK-MO 563,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/134,,,,
660,"Mascouche (Quebec, Canada), Private collections, D-06b7w (fragment)",CDN-MasQCpc D-06b7w (fragment),,,,,Germany,,,,,,,http://cantus.uwaterloo.ca/source/710892,,,,
661,SK-Brl (Bratislava) R 15301,SK-BRl R15301,,,,15th century,Bohemia,,,,,,,http://cantus.sk/source/4993,,,,
662,SK-MO (Modra) Magistrát mesta Modry 5168 Register der Abgaben für das Winzerrecht 1648,SK-MO 5168,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/183,,,,
663,SK-Bra (Bratislava) EC Lad.2/45,SK-Bra ECLad.2/45,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/10962,,,,
664,F-TLad : Ms 121 (I. 5),F-TLad Ms 121 (I. 5),,,,11th century,Environs de Toulouse,,,,,,,http://musmed.eu/source/14507,,,,
665,E-E : I.II.10,E-E I.II.10,,,,11th century,Sud-Ouest de la France,,,,,,,http://musmed.eu/source/164148,,,,
666,F-ME : Ms 1168,F-ME Ms 1168,,,,12th century,Abbaye Saint-Sauveur d’Anchin,,,,,,,http://musmed.eu/source/21770,,,,
667,SK-BSa (Banská Štiavnica)  Insleth Berechnung 1574 (sine Sign.),SK-BSa 1574,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/123,,,,
668,"Kansas City, Miller Nichols Library, LaBudde Special Collection, MS 0285 Object 2",US-KClbc MS 0285 Object 2,,,,17th century,Spain,,,,,,,http://cantus.uwaterloo.ca/source/711113,,,,
669,SK-Brl (Bratislava) ŠA I 106,SK-BRl ŠAI106,,,,15th century,Germany,,,,,,,http://cantus.sk/source/5005,,,,
670,SK-Bra (Bratislava) EC Lad.2/44,SK-Bra ECLad.2/44,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/10961,,,,
671,A-KN Fragm. 437 Antiphonarium,A-KN Fragm. 437,,,,14th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/105,,,,
672,SK-Brl (Bratislava) V. teol. 1426,SK-BRl V.teol. 1426,,,,15th century,Germany,,,,,,,http://cantus.sk/source/4728,,,,
673,SK-Brl (Bratislava) Frag. 9,SK-BRl Frag. 9,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/4458,,,,
674,V-CVbav : Reg.lat.1462,V-CVbav Reg.lat.1462,,,,11th century,"France, Abbaye de Fleury",,,,,,,http://musmed.eu/source/14891,,,,
675,A-KN Fragm. 8 Antiphonarium,A-KN Fragm. 8,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/11,,,,
676,F-Pn : Lat. 6288,F-Pn Lat. 6288,,,,10th century,Moissac,,,,,,,http://musmed.eu/source/13193,,,,
677,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Human. 85,SK-BRsa Human.85,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/13888,,,,
678,D-DÜl : Ms D 001,D-DÜl Ms D 001,,,,9th century,Essen,,,,,,,http://musmed.eu/source/9714,,,,
679,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Scr. 78,SK-BRsa Scr.78,,,,15th century,Slovakia / Hungary,,,,,,,http://cantus.sk/source/13901,,,,
680,CH-E : Cod 0036,CH-E Cod 0036,,,,12th century,Einsiedeln,,,,,,,http://musmed.eu/source/9750,,,,
681,"Washington, D.C., The Library of Congress - Music Division, M2.1 XII M2",US-Wc M2.1 XII M2,,,,,Germany,,,,,,,http://cantus.uwaterloo.ca/source/706625,,,,
682,E-Bp (Barcelona) B377/4,E-Bp B377 Procura d’Herències; Albarans 1562 ,,,,13th century,Santa María del Pi (Barcelona),,,,,,,http://musicahispanica.eu/source/88544,,,,
683,"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 18 ANTIPHONARIUM Sign. 2019/00134, HK 14231","SK-BEt  2019/00134, HK 14231",,,,15th century,Germany/ Poland,,,,,,,http://cantus.sk/source/29084,,,,
684,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 627, 1621-1623  ",SK-BSa 627,,,,15th century,parchment,,,,,,,http://cantus.sk/source/98,,,,
685,D-KNd : Ms 0015,D-KNd Ms 0015,,,,9th century,Meuse,,,,,,,http://musmed.eu/source/11433,,,,
686,SK-MO (Modra) Magistrát mesta Modry 568 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1662-1663,SK-MO 568,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/136,,,,
687,F-CACw : P. 12,F-CACw P. 12,,,,14th century,"Rives-en-Seine (Olim : Saint-Wandrille-Rançon), France",,,,,,,http://musmed.eu/source/46837,,,,
688,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Asc. 42,SK-BRsa Asc.42,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/13841,,,,
689,V-CVbav : Reg.lat.0049,V-CVbav Reg.lat.0049,,,,,Bretagne ou Irlande,,,,,,,http://musmed.eu/source/93473,,,,
690,SK-Brl (Bratislava) V. teol. 4297,SK-BRl V.teol. 4297,,,,15th century,Poland,,,,,,,http://cantus.sk/source/4739,,,,
691,SK-BJ (Bardejov) Breviarium MMBJ 1658,SK-BJ (Bardejov) MMBJ 1658,,,,13th century,Hungary,,,,,,,http://cantus.sk/source/29809,,,,
692,SK-BRsa Antiphonarium Scepusiense Protoc. XXI Anni 1618-1623,SK-BRsa Spis 1618,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13833,,,,
693,A-KN Fragm. 16 Antiphonarium,A-KN Fragm. 16,,,,13th century,Austria/Germany,,,,,,,http://austriamanus.org/source/19,,,,
694,SK-Brl (Bratislava) Lyc F I 334,SK-Brl Lyc F I 334,,,,15th century,Hungary/ Slovakia,,,,,,,http://cantus.sk/source/28447,,,,
695,SK-Brl (Bratislava) BB 372,SK-BRl BB372,,,,14th century,Central Europe (Poland - Cistercians),,,,,,,http://cantus.sk/source/5002,,,,
696,A-KN Fragm. 371 Antiphonarium,A-KN Fragm. 371,,,,12th century,Austria/Germany,,,,,,,http://austriamanus.org/source/85,,,,
697,P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-011,P-VV A.M. D-011,,,,19th century,"Vila Viçosa, Convento de Nossa Senhora da Esperança",,,,,,,https://pemdatabase.eu/source/83174,unknown,,,
698,F-AUT : Ms S 0076 (062 A),F-AUT Ms S 0076 (062 A),,,,13th century,Autun,,,,,,,http://musmed.eu/source/25627,,,,
699,SK-MO (Modra) Magistrát mesta Modry 578 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1684-1691,SK-MO 578,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/140,,,,
700,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 629, 1625-1626    ",SK-BSa 629,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/100,,,,
701,"SK-BRsa Antiphonarium Capitulum Posoniensis, Locus credibilis sine Sign. 1651-1658",SK-BRsa LC 1651,,,,15th century,Slovakia / Hungary,,,,,,,http://cantus.sk/source/13903,,,,
702,SK-BSa (Banská Štiavnica) Sine titulo (sine Sign.),SK-BSa sine Sign.2,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/120,,,,
703,A-KN Fragm. 159 Patrologia latina (Hilarii epistolam) + Antiphonen,A-KN Fragm. 159,,,,12th century,Austria/Germany,,,,,,,http://austriamanus.org/source/53,,,,
704,V-CVbav : Archivio di San Pietro D.167,V-CVbav Archivio di San Pietro D.167,,,,11th century,"Alsace, Wissembourg",,,,,,,http://musmed.eu/source/14729,,,,
705,SK-Bra (Bratislava) EC Lad.2/42,SK-Bra ECLad.2/42,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/10959,,,,
706,"SK-BRsa Psalterium Capitulum Posoniensis, Locus credibilis Protoc.Antiqua C",SK-BRsa LC C 1567,,,,15th century,Bratislava,,,,,,,http://cantus.sk/source/13907,,,,
707,SK-KO (Košice) Antiphonarium H III/2 mac 22,SK-KO (Košice) H III/2 mac 22,,,,14th century,cursus monasticus (Dominicans?),,,,,,,http://cantus.sk/source/31054,,,,
708,"Liverpool, Liverpool University Library Special Collections & Archives, MS.Ed.7-10 (fragment)",GB-LVu SCA MsEd.7-10 (fragment),,,,,Padova,,,,,,,http://cantus.uwaterloo.ca/source/702624,,,,
709,CH-E : Cod 0366,CH-E Cod 0366,,,,11th century,Einsiedeln,,,,,,,http://musmed.eu/source/9760,,,,
710,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 624, 1617-1619 ",SK-BSa 624,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/97,,,,
711,SK-Brl (Bratislava) V. teol. 3691,SK-BRl V.teol. 3691,,,,14th century,Bohemia,,,,,,,http://cantus.sk/source/4735,,,,
712,DK-Kk : GKS 1335 4°,DK-Kk GKS 1335 4°,,,,9th century,Est de la France,,,,,,,http://musmed.eu/source/11404,,,,
713,SK-PREa (Prešov) Antiphonarium 2,SK-PREa (Prešov) Zb. ilum. 2 ,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29822,,,,
714,SK-TN (Trenčín) MMTN – Kn/I-32,SK-TN MMTN – Kn/I-32,,,,15th century,Slovakia/Central Europe (?),,,,,,,http://cantus.sk/source/28829,,,,
715,F-O : Ms 159,F-O Ms 159,,,,10th century,Abbaye de Fleury,,,,,,,http://musmed.eu/source/12676,,,,
716,"Paris, Bibliothèque nationale de France, NAL 2482, f. 5 (fragment)",F-Pnm NAL 2482 f. 5 (fragment),,,,,Chartres,,,,,,,http://cantus.uwaterloo.ca/source/699214,Monastic,,,
717,D-KNd : Ms 0081,D-KNd Ms 0081,,,,11th century,Bas-Rhin/Allemagne ?,,,,,,,http://musmed.eu/source/11443,,,,
718,F-T : Ms 1294,F-T Ms 1294,,,,12th century,Clairvaux,,,,,,,http://musmed.eu/source/14635,,,,
719,F-Pn : Lat. 2197,F-Pn Lat. 2197,,,,10th century,France,,,,,,,http://musmed.eu/source/13110,,,,
720,SK-BRnm (Bratislava) MUS I 352,SK-BRnm MUS I 352,,,,13th century,Germany,,,,,,,http://cantus.sk/source/218,,,,
721,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 633, 1629       ",SK-BSa 633,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/104,,,,
722,SK-BRu (Bratislava) Ms 1319,SK-BRu Ms1319,,,,14th century,Germany,,,,,,,http://cantus.sk/source/5611,,,,
723,F-Pn : Lat. 1759,F-Pn Lat. 1759,,,,9th century,Abbaye royale de Saint-Denis,,,,,,,http://musmed.eu/source/13096,,,,
724,SK-BJ (Bardejov) Breviarium MMBJ 1808,SK-BJ (Bardejov) MMBJ 1808,,,,15th century,Hungary,,,,,,,http://cantus.sk/source/29812,,,,
725,F-Pn : Lat. 5288,F-Pn Lat. 5288,,,,12th century,"France, Fleury ?",,,,,,,http://musmed.eu/source/29519,,,,
726,"SK-BSa (Banská Štiavnica) Copirbuch No.inv.614, 63 MMBŠ 16K59 1597-1598, škatuľa 19",SK-BSa 614,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/91,,,,
727,D-BAa : Msc Patr 101,D-BAa Msc Patr 101,,,,10th century,Italie,,,,,,,http://musmed.eu/source/8702,,,,
728,SK-BJ (Bardejov) Antiphonarium MMBJ 2164,SK-BJ (Bardejov) MMBJ 2164,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29808,,,,
729,GB-Lbl (London) Add MS 30851,GB-Lbl Add MS 30851,,,,10th century,"Preserved for long at Santo Domingo de Silos, but there is no evidence to confirm this origin in the manuscript (see Description"" above).""",,,,,,,http://musicahispanica.eu/source/20203,,,,
730,SK-Bra (Bratislava) EC Lad.1/11,SK-Bra ECLad.1/11,,,,14th century,Central Europe,,,,,,,http://cantus.sk/source/10952,,,,
731,A-KN Fragm. 29 Psalterium,A-KN Fragm. 29,,,,15th century,cursus monasticus,,,,,,,http://austriamanus.org/source/32,,,,
732,A-KN Fragm. 6 Antiphonarium,A-KN Fragm. 6,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/9,,,,
733,F-AUC : Ms 0048,F-AUC Ms 0048,,,,13th century,Sud de la France,,,,,,,http://musmed.eu/source/8518,,,,
734,SK-BRp (Bratislava) M-967,SK-BRp M967,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/5010,,,,
735,A-KN Fragm. 442 Antiphonarium,A-KN Fragm. 442,,,,12th century,Austria/Germany,,,,,,,http://austriamanus.org/source/110,,,,
736,SK-MO (Modra) Magistrát mesta Modry 4173 Rechnung der Stadtbaumeister 1644,SK-MO 4173,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/167,,,,
737,D-WÜu : M.p.th.f.077,D-WÜu M.p.th.f.077,,,,10th century,Würzburg,,,,,,,http://musmed.eu/source/15362,,,,
738,V-CVbav : Pal.lat.0240,V-CVbav Pal.lat.0240,,,,11th century,Allemagne,,,,,,,http://musmed.eu/source/14823,,,,
739,CZ-OLu (Olomouc) M III 6,CZ-OLu M III 6,,,,15th century,Moravia,,,,,,,http://cantusbohemiae.cz/source/11616,,,,
740,A-KN CCl. 783 Antiphonarium (Fragm.),A-KN CCl. 783,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/2981,,,,
741,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0092 (fragment)",CDN-Mlr MS Medieval 0092 (fragment),,,,,Spain,,,,,,,http://cantusdatabase.org/source/693565,,,,
742,SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 9 ANTIPHONARIUM Sign. K0000/09925,SK-BEt Sign. K0000/09925,,,,15th century,Bohemia (Moravia),,,,,,,http://cantus.sk/source/29075,,,,
743,F-AUT : Ms S 0010 (8*),F-AUT Ms S 0010 (8*),,,,12th century,Autun,,,,,,,http://musmed.eu/source/8573,,,,
744,A-KN Fragm. 9 Graduale,A-KN Fragm. 9,,,,12th century,Austria/Germany,,,,,,,http://austriamanus.org/source/12,,,,
745,F-O : Ms 073,F-O Ms 073,,,,10th century,Abbaye de Fleury,,,,,,,http://musmed.eu/source/12650,,,,
746,D-KNd : Ms 0137,D-KNd Ms 0137,,,,9th century,Köln,,,,,,,http://musmed.eu/source/11446,,,,
747,A-KN Fragm. 446 Antiphonarium,A-KN Fragm. 446,,,,12th century,?,,,,,,,http://austriamanus.org/source/114,,,,
748,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Inc. 62,SK-BRsa Inc.62,,,,15th century,Austria/ Hungary,,,,,,,http://cantus.sk/source/13842,,,,
749,SK-BRu (Bratislava) Ms 1335,SK-BRu Ms1335,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/5689,,,,
750,SK-BRnm (Bratislava) MUS I 351,SK-BRnm MUS I 351,,,,12th century,Germany,,,,,,,http://cantus.sk/source/217,,,,
751,SK-MO (Modra) Magistrát mesta Modry 6371 Register der Gebühren von Fremden für das Schneiden von Wein 1610,SK-MO 6371,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/197,,,,
752,SK-Brl (Bratislava) BB 325,SK-BRl BB325,,,,15th century,Central Europe (Slovakia),,,,,,,http://cantus.sk/source/5001,,,,
753,SK-Brl (Bratislava) Frag. 5,SK-BRl Frag. 5,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/4454,,,,
754,F-VN : Ms 0759,F-VN Ms 0759,,,,13th century,St Vanne,,,,,,,http://musmed.eu/source/15006,,,,
755,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 635, 1632-1639       ",SK-BSa 635,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/105,,,,
756,"Washington, D.C., The Library of Congress - Music Division,  M2.1 XI M1 ",US-Wc M2.1 XI M1 ,,,,,Italy,,,,,,,http://cantus.uwaterloo.ca/source/706321,,,,
757,D-TRp : Hs 0075,D-TRp Hs 0075,,,,11th century,Abbaye Saint-Matthias de Trèves,,,,,,,http://musmed.eu/source/14555,,,,
758,GB-Lbl : Cotton Vitellius A XIX,GB-Lbl Cotton Vitellius A XIX,,,,10th century,Angleterre,,,,,,,http://musmed.eu/source/11733,,,,
759,SK-KO (Košice) Antiphonarium H III/2 mac 18,SK-KO (Košice) H III/2 mac 18,,,,15th century,Slovakia (medieval Hungary) Premonstratensians,,,,,,,http://cantus.sk/source/30732,,,,
760,A-KN Fragm. 434 Antiphonarium,A-KN Fragm. 434,,,,12th century,Austria/Germany,,,,,,,http://austriamanus.org/source/102,,,,
761,SK-Bra (Bratislava) EC Lad.2/33,SK-Bra ECLad.2/33,,,,14th century,Central Europe ,,,,,,,http://cantus.sk/source/10957,,,,
762,A-KN CCl. 52 Antiphonarium (Fragm.),A-KN CCl. 52,,,,14th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/4212,,,,
763,E-SI (Santo Domingo de Silos) MS 6,E-SI MS 6,,,,11th century,"Santo Domingo de Silos (see Description"" above)""",,,,,,,http://musicahispanica.eu/source/20179,,,,
764,F-O : Ms 174,F-O Ms 174,,,,10th century,Abbaye de Fleury,,,,,,,http://musmed.eu/source/12680,,,,
765,F-AUT : Ms S 0084 (067),F-AUT Ms S 0084 (067),,,,15th century,Autun (XVème),,,,,,,http://musmed.eu/source/25648,,,,
766,A-KN Fragm. 330 Antiphonarium,A-KN Fragm. 330,,,,15th century,Austria,,,,,,,http://austriamanus.org/source/70,,,,
767,F-AN : Ms 0811,F-AN Ms 0811,,,,10th century,Saint-Nicolas d'Angers,,,,,,,http://musmed.eu/source/8472,,,,
768,V-CVbav : Reg.lat.0338,V-CVbav Reg.lat.0338,,,,10th century,Nord de la France ou Angleterre ,,,,,,,http://musmed.eu/source/96114,,,,
769,SK-Brl (Bratislava) V. teol. 2671,SK-BRl V.teol. 2671,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/4732,,,,
770,SK-BRsa Kre Cx XVII,SK-BRsa Cx XVII,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/13687,,,,
771,"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 14 BREVIARIUM Sign. K0000/11931, HK 11931/I",SK-BEt K0000/11931,,,,14th century,OCist,,,,,,,http://cantus.sk/source/29080,,,,
772,CH-SGs : Cod 0381,CH-SGs Cod 0381,,,,10th century,St Gallen,,,,,,,http://musmed.eu/source/14291,Monastic,,,
773,E-Bbc (Barcelona) M 1408-1,E-Bbc E-Bbc M 1408-1,,,,11th century,Santa María del Pi (Barcelona),,,,,,,http://musicahispanica.eu/source/78350,,,,
774,SK-Bra (Bratislava) EC Lad.2/43,SK-Bra ECLad.2/43,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/10960,,,,
775,"Bamberg, Staatsbibliothek, Msc.Bibl.79",D-BAs Msc.Bibl.79,,,,,Bamberg,,,,,,,http://cantus.uwaterloo.ca/source/704091,Monastic,,,
776,"Bamberg, Staatsbibliothek, Msc.Lit.27",D-BAs Msc.Lit.27,,,,15th century,Bamberg,,,,,,,http://cantus.uwaterloo.ca/source/588716,,,,
777,GB-DRc : B.III.11,GB-DRc B.III.11,,,,11th century,Liège ?,,,,,,,http://musmed.eu/source/15572,Romanum,,,
778,SK-BRsa Inv.Nr. 107,SK-BRsa Palffy 107,,,,15th century,Slovakia / Hungary,,,,,,,http://cantus.sk/source/13691,,,,
779,F-AI : Ms 0120,F-AI Ms 0120,,,,11th century,Albi Cathédrale Sainte Cécile,,,,,,,http://musmed.eu/source/8391,,,,
780,F-CHRm : Ms 0031 (85),F-CHRm Ms 0031 (85),,,,11th century,St Père,,,,,,,http://musmed.eu/source/9340,,,,
781,F-AI : Ms 0048,F-AI Ms 0048,,,,11th century,Albi Cathédrale Sainte Cécile,,,,,,,http://musmed.eu/source/8388,,,,
782,PL-Wn 12497 IV Graduale cisterciense,Rps 12497 IV,,,,,"Cistercian, Silesia",,,,,,,http://cantus.ispan.pl/source/35981,,,,
783,A-KN Fragm. 441 Antiphonarium,A-KN Fragm. 441,,,,12th century,Germany,,,,,,,http://austriamanus.org/source/109,,,,
784,SK-MO (Modra) Magistrát mesta Modry 5190 Register der Abgaben für das Winzerrecht 1670,SK-MO 5190,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/188,,,,
785,F-BSM : Ms 0051,F-BSM Ms 0051,,,,11th century,Abbaye Saint Bertin (XI/XII),,,,,,,http://musmed.eu/source/24165,,,,
786,F-RS : Ms 0007,F-RS Ms 0007,,,,10th century,St Thierry,,,,,,,http://musmed.eu/source/14024,,,,
787,A-KN Fragm. 18 Graduale,A-KN Fragm. 18,,,,15th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/21,,,,
788,"CZ-Pn (Praha) XV A 10",CZ-Pn XV A 10,,,,14th century,Prague,,,,,,,http://cantusbohemiae.cz/source/28509,Secular,,,
789,"CZ-Pu (Praha) VI G 3a",CZ-Pu VI G 3a,,,,14th century,St George's Convent in Prague,,,,,,,http://cantusbohemiae.cz/source/9147,Monastic,,,
790,"CZ-Pn (Praha) XII A 21",CZ-Pn XII A 21,,,,15th century,Kolín,,,,,,,http://cantusbohemiae.cz/source/37034,Secular,,,
791,E-Lc (León) Cod. LIV,E-Lc Ms. LIV,,,,15th century,,,,,,,,http://musicahispanica.eu/source/96055,,,,
792,E-Tc Archivo y Biblioteca Capitulares de la Catedral de Toledo,E-Tc Ms. 33.4,,,,14th century,,,,,,,,http://musicahispanica.eu/source/20340,,,,
793,E-Bbc (Barcelona) E-Bbc M 706,E-Bbc M 706,,,,15th century,,,,,,,,http://musicahispanica.eu/source/20229,,,,
794,"Oxford, Bodleian Library, MS. Laud Misc. 284",GB-Ob MS. Laud Misc. 284,,,,12th century,Würzburg,,,,,,,http://cantusdatabase.org/source/123707,Secular,,,
795,"E-Bbc (Barcelona) E-Bbc, M 663",E-Bbc M 663,,,,15th century,Barcelona,,,,,,,http://musicahispanica.eu/source/20227,,,,
796,"Toronto, University of Toronto - Thomas Fisher Rare Book Library, MSS 09700",CDN-Ttfl MSS 09700,,,,15th century,Firenze,,,,,,,http://cantusdatabase.org/source/694888,Secular,,,
797,"E-Bbc (Barcelona) E-Bbc, M 1327",E-Bbc M 1327,,,,15th century,Convento de las clarisas de la Santísima Trinidad (Valencia),,,,,,,http://musicahispanica.eu/source/20238,,,,
798,F-Pa : Ms 0135,F-Pa : Ms 0135,,,,13th century (1260),"Angleterre, Londres",,,,,,,http://musmed.eu/source/12848,,,,
799,B-Br (Bruselas) IV/473,B-Br Ms IV/473,,,,14th century,,,,,,,,http://musicahispanica.eu/source/94494,,,,
800,A-KN CCl 272 Antiphonarium (Fragm.),A-KN CCl. 272,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/4399,,,,
801,CZ-Pn (Praha) XII A 24,Cz-Pn XII A 24,,,,15th century,Pilsen,,,,,,,http://cantusbohemiae.cz/source/33177,,,,
802,F-CA : Ms 0060 (61),F-CA : Ms 0060 (61),,,,11th century,Cambrai,,,,,,,http://musmed.eu/source/9070,,,,
803,E-BAR (Huesca) 95,E-BAR Cj. 95,,,,15th century,,,,,,,,http://musicahispanica.eu/source/95215,,,,
804,"Piacenza, Archivio e Biblioteca Capitolare della Cattedrale, cod. 65",I-PCd cod. 65,,,,,Piacenza,,,,,,,http://cantusdatabase.org/source/123634,Secular,,,
805,E-Bbc (Barcelona) M662, E-Bbc M 662,,,,15th century,Barcelona,,,,,,,http://musicahispanica.eu/source/20226,,,,
806,F-CA : Ms 0078 (79),F-CA : Ms 0078 (79),,,,11th century,Cambrai,,,,,,,http://musmed.eu/source/9076,,,,
807,"Arras, Mediathèque de l'Abbaye Saint-Vaast, 465 (CGM 893)",F-AS 465 (CGM 893),,,,14th century,Arras,,,,,,,http://cantusdatabase.org/source/123593,Monastic,,,
808,E-Bbc (Barcelona) E-Bbc Ms. 2545,E-Bbc Ms. 2545,,,,15th century,Cataluña o sur de Francia (?),,,,,,,http://musicahispanica.eu/source/20248,,,,
809,E-Bbc (Barcelona) E-Bbc M 3701,E-Bbc M 3701,,,,15th century,Canónica de Sant Martí Sacosta (Girona),,,,,,,http://musicahispanica.eu/source/20241,,,,
