,drupal_path,title,siglum,century,num_century,provenance_id
176,http://cantus.uwaterloo.ca/source/589026,"New York, Columbia University - Rare Book and Manuscript Library, Plimpton MS 041",US-NYcub Plimpton MS 041,15th century (1450-1475),15,provenance_071
177,http://cantus.uwaterloo.ca/source/123700,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [12] XII",DK-Kk 3449 8o [12] XII,16th century (1575-1600),16,provenance_016
178,http://cantus.uwaterloo.ca/source/123701,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [13] XIII",DK-Kk 3449 8o [13] XIII,16th century (1575-1600),16,provenance_016
179,http://musmed.eu/source/13399,F-Pn : Lat. 12584,F-Pn Lat. 12584,11th century,11,
180,http://musmed.eu/source/13502,F-Pn : Lat. 17436,F-Pn Lat. 17436,9th century,9,
181,http://cantus.uwaterloo.ca/source/123691,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [03] III",DK-Kk 3449 8o [03] III,16th century (1575-1600),16,provenance_016
182,http://cantus.uwaterloo.ca/source/123692,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [04] IV",DK-Kk 3449 8o [04] IV,16th century (1575-1600),16,provenance_016
183,http://musmed.eu/source/13534,F-Pn : NAL 01235,F-Pn NAL 01235,12th century,12,
184,http://cantus.uwaterloo.ca/source/123652,"Salamanca, Catedral - Archivo Musical, 8",E-SA 8,14th century,14,provenance_151
185,http://musmed.eu/source/14915,V-CVbav : Vat.lat.05319,V-CVbav Vat.lat.05319,12th century,12,
186,http://cantus.uwaterloo.ca/source/123657,"Den Haag, Koninklijke Bibliotheek - Nationale Bibliotheek van Nederland, 70 E 4",NL-DHk 70 E 4,12th century,12,provenance_186
187,http://pemdatabase.eu/source/62421,P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. L 005,P-AR Res. L 005,1513,15,
188,http://cantus.uwaterloo.ca/source/637892,"London, British Library, Additional 23935",GB-Lbl Add 23935,13th century (1250-1275),13,provenance_121
189,http://cantusbohemiae.cz/source/33177,CZ-Pn (Praha) XII A 24,CZ-Pn XII A 24,15th century,15,
190,http://musmed.eu/source/13509,F-Pn : Lat. 17991,F-Pn Lat. 17991,11th century,11,
191,http://cantus.uwaterloo.ca/source/678936,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0234",CDN-Mlr MS Medieval 0234,16th century (1575-1600),16,provenance_060
192,http://musmed.eu/source/15154,D-W : Cod Guelf Helmst 1008,D-W Cod Guelf Helmst 1008,11th century,11,
